Evidence	ProteinId	AnnotationType	Value	Start	End
UR000438753	KAF7795913.1	keyword	Protease		
UR000438753	KAF7795913.1	keyword	Secreted		
UR000438753	KAF7795913.1	keyword	Zinc		
UR000438753	KAF7795913.1	keyword	Zymogen		
UR000438753	KAF7795913.1	protein.alternativeName.fullName	Fungalysin		
UR000438753	KAF7795913.1	protein.recommendedName.ecNumber	3.4.24.-		
UR000438753	KAF7795913.1	protein.recommendedName.fullName	Extracellular metalloproteinase		
UR000000177	KAF7795940.1	comment.similarity	Belongs to the mitochondrial carrier (TC 2.A.29) family		
UR000413536	KAF7795940.1	keyword	Membrane		
UR000000177	KAF7795940.1	keyword	Transmembrane		
UR000413536	KAF7795940.1	keyword	Transmembrane		
UR000000177	KAF7795940.1	keyword	Transport		
UR000413536	KAF7795940.1	xref.GO	GO:0016020		
UR000413536	KAF7795940.1	xref.GO	GO:0016021		
UR000413536	KAF7795940.1	feature.REPEAT	Solcar	185	266
UR000414619	KAF7795984.1	keyword	RNA-binding		
UR000414619	KAF7795984.1	xref.GO	GO:0003723		
UR000359765	KAF7795989.1	comment.catalytic_activity	Reaction=a ribonucleoside 5'-triphosphate + RNA(n) = diphosphate + RNA(n+1); Xref=Rhea:RHEA:21248, Rhea:RHEA-COMP:11128, Rhea:RHEA-COMP:11129, ChEBI:CHEBI:33019, ChEBI:CHEBI:61557, ChEBI:CHEBI:83400; EC=2.7.7.48;		
UR000359765	KAF7795989.1	comment.similarity	Belongs to the RdRP family		
UR000359765	KAF7795989.1	keyword	Nucleotidyltransferase		
UR000359765	KAF7795989.1	keyword	RNA-binding		
UR000359765	KAF7795989.1	keyword	RNA-directed RNA polymerase		
UR000359765	KAF7795989.1	keyword	Transferase		
UR000359765	KAF7795989.1	protein.recommendedName.ecNumber	2.7.7.48		
UR000359765	KAF7795989.1	protein.recommendedName.fullName	RNA-dependent RNA polymerase		
UR000359765	KAF7795990.1	comment.catalytic_activity	Reaction=a ribonucleoside 5'-triphosphate + RNA(n) = diphosphate + RNA(n+1); Xref=Rhea:RHEA:21248, Rhea:RHEA-COMP:11128, Rhea:RHEA-COMP:11129, ChEBI:CHEBI:33019, ChEBI:CHEBI:61557, ChEBI:CHEBI:83400; EC=2.7.7.48;		
UR000359765	KAF7795990.1	comment.similarity	Belongs to the RdRP family		
UR000359765	KAF7795990.1	keyword	Nucleotidyltransferase		
UR000359765	KAF7795990.1	keyword	RNA-binding		
UR000359765	KAF7795990.1	keyword	RNA-directed RNA polymerase		
UR000359765	KAF7795990.1	keyword	Transferase		
UR000359765	KAF7795990.1	protein.recommendedName.ecNumber	2.7.7.48		
UR000359765	KAF7795990.1	protein.recommendedName.fullName	RNA-dependent RNA polymerase		
UR000413452	KAF7796092.1	keyword	WD repeat		
UR000413452	KAF7796092.1	feature.REPEAT	WD	118	160
UR000413452	KAF7796092.1	feature.REPEAT	WD	161	203
UR000413452	KAF7796092.1	feature.REPEAT	WD	254	295
UR000000157	KAF7796095.1	comment.similarity	Belongs to the cytochrome P450 family		
UR000000157	KAF7796095.1	keyword	Heme		
UR000000157	KAF7796095.1	keyword	Iron		
UR000000157	KAF7796095.1	keyword	Metal-binding		
UR000000157	KAF7796095.1	keyword	Monooxygenase		
UR000000157	KAF7796095.1	keyword	Oxidoreductase		
UR000415706	KAF7796114.1	keyword	SH3 domain		
UR000414931	KAF7796185.1	keyword	Zinc-finger		
UR000400182	KAF7796210.1	feature.REPEAT	Pumilio	326	361
UR000400182	KAF7796210.1	feature.REPEAT	Pumilio	362	385
UR000400182	KAF7796210.1	feature.REPEAT	Pumilio	395	434
UR000400182	KAF7796210.1	feature.REPEAT	Pumilio	510	545
UR000400182	KAF7796210.1	feature.REPEAT	Pumilio	554	589
UR000000583	KAF7796250.1	comment.similarity	Belongs to the AAA ATPase family		
UR000000583	KAF7796250.1	keyword	ATP-binding		
UR000000583	KAF7796250.1	keyword	Nucleotide-binding		
UR000379763	KAF7796271.1	comment.pathway	Protein modification; protein glycosylation		
UR000379763	KAF7796271.1	comment.similarity	Belongs to the ALG6/ALG8 glucosyltransferase family		
UR000379763	KAF7796271.1	comment.subcellular_location	Endoplasmic reticulum membrane; Multi-pass membrane protein		
UR000379763	KAF7796271.1	keyword	Endoplasmic reticulum		
UR000379763	KAF7796271.1	keyword	Glycosyltransferase		
UR000379763	KAF7796271.1	keyword	Transferase		
UR000379763	KAF7796271.1	protein.recommendedName.ecNumber	2.4.1.-		
UR000379763	KAF7796271.1	protein.recommendedName.fullName	Alpha-1,3-glucosyltransferase		
UR000000406	KAF7796343.1	comment.similarity	Belongs to the aldehyde dehydrogenase family		
UR000001584	KAF7796343.1	comment.similarity	Belongs to the aldehyde dehydrogenase family		
UR000001584	KAF7796343.1	keyword	Oxidoreductase		
UR000000406	KAF7796343.1	keyword	Oxidoreductase		
UR000001584	KAF7796343.1	protein.recommendedName.fullName	Aldehyde dehydrogenase		
UR000107516	KAF7796348.1	comment.cofactor	Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Note=Binds 4 [4Fe-4S] clusters per heterotetramer. Contains two stable clusters in the N-termini of NBP35 and two labile, bridging clusters between subunits of the NBP35-CFD1 heterotetramer		
UR000107516	KAF7796348.1	comment.function	Component of the cytosolic iron-sulfur (Fe/S) protein assembly (CIA) machinery. Required for maturation of extramitochondrial Fe-S proteins. The NBP35-CFD1 heterotetramer forms a Fe-S scaffold complex, mediating the de novo assembly of an Fe-S cluster and its transfer to target apoproteins		
UR000107516	KAF7796348.1	comment.similarity	Belongs to the Mrp/NBP35 ATP-binding proteins family. NUBP1/NBP35 subfamily		
UR000107516	KAF7796348.1	comment.subcellular_location	Cytoplasm		
UR000107516	KAF7796348.1	comment.subunit	Heterotetramer of 2 NBP35 and 2 CFD1 chains		
UR000107516	KAF7796348.1	gene.name.primary	NBP35		
UR000107516	KAF7796348.1	keyword	4Fe-4S		
UR000107516	KAF7796348.1	keyword	ATP-binding		
UR000107516	KAF7796348.1	keyword	Cytoplasm		
UR000107516	KAF7796348.1	keyword	Iron		
UR000107516	KAF7796348.1	keyword	Iron-sulfur		
UR000107516	KAF7796348.1	keyword	Metal-binding		
UR000107516	KAF7796348.1	keyword	Nucleotide-binding		
UR000107516	KAF7796348.1	protein.alternativeName.fullName	Nucleotide-binding protein 35		
UR000107516	KAF7796348.1	protein.recommendedName.fullName	Cytosolic Fe-S cluster assembly factor 		
UR000107516	KAF7796348.1	xref.GO	GO:0005737		
UR000107516	KAF7796348.1	xref.GO	GO:0016226		
UR000107516	KAF7796348.1	xref.GO	GO:0051539		
UR000107516	KAF7796348.1	feature.METAL	Iron-sulfur 1 (4Fe-4S)	24	24
UR000107516	KAF7796348.1	feature.METAL	Iron-sulfur 1 (4Fe-4S)	38	38
UR000107516	KAF7796348.1	feature.METAL	Iron-sulfur 1 (4Fe-4S)	41	41
UR000107516	KAF7796348.1	feature.METAL	Iron-sulfur 1 (4Fe-4S)	47	47
UR000107516	KAF7796348.1	feature.NP_BIND	ATP	78	85
UR000107516	KAF7796348.1	feature.METAL	Iron-sulfur 2 (4Fe-4S); shared with dimeric partner	251	251
UR000107516	KAF7796348.1	feature.METAL	Iron-sulfur 2 (4Fe-4S); shared with dimeric partner	254	254
UR000141827	KAF7796377.1	comment.similarity	Belongs to the ubiquitin-conjugating enzyme family		
UR000141827	KAF7796377.1	keyword	ATP-binding		
UR000141827	KAF7796377.1	keyword	Nucleotide-binding		
UR000141827	KAF7796377.1	keyword	Ubl conjugation pathway		
UR000413836	KAF7796377.1	protein.recommendedName.ecNumber	2.3.2.-		
UR000141827	KAF7796377.1	xref.GO	GO:0005524		
UR000736752	KAF7796413.1	comment.similarity	Belongs to the fungal hydrophobin family		
UR000736752	KAF7796413.1	comment.subcellular_location	Secreted, cell wall		
UR000736752	KAF7796413.1	keyword	Cell wall		
UR000736752	KAF7796413.1	keyword	Disulfide bond		
UR000736752	KAF7796413.1	keyword	Secreted		
UR000736752	KAF7796413.1	keyword	Signal		
UR000736752	KAF7796413.1	protein.recommendedName.fullName	Hydrophobin		
UR000414900	KAF7796454.1	keyword	ANK repeat		
UR000413240	KAF7796454.1	keyword	Zinc-finger		
UR000414900	KAF7796454.1	feature.REPEAT	ANK	187	212
UR000000407	KAF7796468.1	comment.similarity	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family		
UR000000407	KAF7796468.1	keyword	Transport		
UR000400038	KAF7796478.1	keyword	ATP-binding		
UR000400038	KAF7796478.1	keyword	Nucleotide-binding		
UR000400038	KAF7796478.1	xref.GO	GO:0000166		
UR000400038	KAF7796478.1	xref.GO	GO:0005524		
UR000400038	KAF7796478.1	feature.NP_BIND	ATP	33	40
UR000415156	KAF7796502.1	keyword	Zinc-finger		
UR000400026	KAF7796522.1	keyword	Metal-binding		
UR000400026	KAF7796522.1	keyword	Zinc		
UR000400026	KAF7796522.1	keyword	Zinc-finger		
UR000400026	KAF7796522.1	feature.ZN_FING	CR-type	126	209
UR000777781	KAF7796538.1	comment.similarity	Belongs to the CDC50/LEM3 family		
UR000777781	KAF7796538.1	keyword	Membrane		
UR000777781	KAF7796538.1	xref.GO	GO:0016021		
UR000777781	KAF7796538.1	xref.GO	GO:0045332		
UR000736752	KAF7796555.1	comment.similarity	Belongs to the fungal hydrophobin family		
UR000736752	KAF7796555.1	comment.subcellular_location	Secreted, cell wall		
UR000736752	KAF7796555.1	keyword	Cell wall		
UR000736752	KAF7796555.1	keyword	Disulfide bond		
UR000736752	KAF7796555.1	keyword	Secreted		
UR000736752	KAF7796555.1	keyword	Signal		
UR000736752	KAF7796555.1	protein.recommendedName.fullName	Hydrophobin		
UR000001091	KAF7796564.1	comment.similarity	Belongs to the peptidase M16 family		
UR000171784	KAF7796596.1	comment.catalytic_activity	Reaction=ATP-dependent breakage, passage and rejoining of double-stranded DNA.; EC=5.6.2.2;		
UR000171784	KAF7796596.1	comment.function	Control of topological states of DNA by transient breakage and subsequent rejoining of DNA strands. Topoisomerase II makes double-strand breaks		
UR000171784	KAF7796596.1	comment.similarity	Belongs to the type II topoisomerase family		
UR000171784	KAF7796596.1	comment.subunit	Homodimer		
UR000171784	KAF7796596.1	keyword	ATP-binding		
UR000171784	KAF7796596.1	keyword	DNA-binding		
UR000171784	KAF7796596.1	keyword	Isomerase		
UR000171784	KAF7796596.1	keyword	Nucleotide-binding		
UR000171784	KAF7796596.1	keyword	Topoisomerase		
UR000171784	KAF7796596.1	protein.recommendedName.ecNumber	5.6.2.2		
UR000171784	KAF7796596.1	protein.recommendedName.fullName	DNA topoisomerase 2		
UR000166233	KAF7796608.1	comment.function	S-adenosyl-L-methionine-dependent protein-lysine N-methyltransferase that mono- and dimethylates elongation factor 1-alpha at 'Lys-316'. May play a role in intracellular transport		
UR000166233	KAF7796608.1	comment.similarity	Belongs to the class I-like SAM-binding methyltransferase superfamily. EFM4 family		
UR000166233	KAF7796608.1	comment.subcellular_location	Cytoplasm		
UR000166233	KAF7796608.1	gene.name.primary	EFM4		
UR000166233	KAF7796608.1	keyword	Cytoplasm		
UR000166233	KAF7796608.1	keyword	Methyltransferase		
UR000166233	KAF7796608.1	keyword	S-adenosyl-L-methionine		
UR000166233	KAF7796608.1	keyword	Transferase		
UR000166233	KAF7796608.1	keyword	Transport		
UR000166233	KAF7796608.1	protein.alternativeName.fullName	Elongation factor methyltransferase 4		
UR000166233	KAF7796608.1	protein.recommendedName.ecNumber	2.1.1.-		
UR000166233	KAF7796608.1	protein.recommendedName.fullName	Protein-lysine N-methyltransferase EFM4		
UR000166233	KAF7796608.1	xref.GO	GO:0005737		
UR000166233	KAF7796608.1	xref.GO	GO:0016192		
UR000166233	KAF7796608.1	xref.GO	GO:0016279		
UR000166233	KAF7796608.1	xref.GO	GO:0018022		
UR000000104	KAF7796623.1	comment.similarity	Belongs to the cyclin family		
UR000000104	KAF7796623.1	keyword	Cyclin		
UR000415156	KAF7796635.1	keyword	Zinc-finger		
UR000000091	KAF7796676.1	comment.similarity	Belongs to the short-chain dehydrogenases/reductases (SDR) family		
UR000413256	KAF7796788.1	feature.MOTIF	Q motif	193	221
UR000000210	KAF7796791.1	comment.catalytic_activity	Reaction=(2R)-3-phosphoglycerate + ATP = (2R)-3-phospho-glyceroyl phosphate + ADP; Xref=Rhea:RHEA:14801, ChEBI:CHEBI:30616, ChEBI:CHEBI:57604, ChEBI:CHEBI:58272, ChEBI:CHEBI:456216; EC=2.7.2.3;		
UR000000210	KAF7796791.1	comment.similarity	Belongs to the phosphoglycerate kinase family		
UR000000349	KAF7796791.1	comment.subunit	Monomer		
UR000000210	KAF7796791.1	keyword	Kinase		
UR000000210	KAF7796791.1	keyword	Transferase		
UR000000210	KAF7796791.1	protein.recommendedName.ecNumber	2.7.2.3		
UR000000210	KAF7796791.1	protein.recommendedName.fullName	Phosphoglycerate kinase		
UR000396758	KAF7796871.1	comment.catalytic_activity	Reaction=holo-[cytochrome c] = apo-[cytochrome c] + heme b; Xref=Rhea:RHEA:22648, Rhea:RHEA-COMP:10725, Rhea:RHEA-COMP:10726, ChEBI:CHEBI:29950, ChEBI:CHEBI:60344, ChEBI:CHEBI:83739; EC=4.4.1.17;		
UR000396758	KAF7796871.1	comment.function	Links covalently the heme group to the apoprotein of cytochrome c		
UR000396758	KAF7796871.1	comment.similarity	Belongs to the cytochrome c-type heme lyase family		
UR000396758	KAF7796871.1	comment.subcellular_location	Mitochondrion inner membrane		
UR000396758	KAF7796871.1	keyword	Heme		
UR000396758	KAF7796871.1	keyword	Iron		
UR000396758	KAF7796871.1	keyword	Lyase		
UR000396758	KAF7796871.1	keyword	Membrane		
UR000396758	KAF7796871.1	keyword	Metal-binding		
UR000396758	KAF7796871.1	keyword	Mitochondrion		
UR000396758	KAF7796871.1	keyword	Mitochondrion inner membrane		
UR000396758	KAF7796871.1	protein.recommendedName.ecNumber	4.4.1.17		
UR000396758	KAF7796871.1	protein.recommendedName.fullName	Cytochrome c heme lyase		
UR000000054	KAF7796873.1	comment.similarity	Belongs to the protein kinase superfamily		
UR000000054	KAF7796873.1	keyword	ATP-binding		
UR000000054	KAF7796873.1	keyword	Nucleotide-binding		
UR000000054	KAF7796873.1	keyword	Serine/threonine-protein kinase		
UR000400038	KAF7796978.1	keyword	ATP-binding		
UR000400038	KAF7796978.1	keyword	Nucleotide-binding		
UR000400038	KAF7796978.1	xref.GO	GO:0000166		
UR000400038	KAF7796978.1	xref.GO	GO:0005524		
UR000400038	KAF7796978.1	feature.NP_BIND	ATP	394	401
UR000000054	KAF7797078.1	comment.similarity	Belongs to the protein kinase superfamily		
UR000000054	KAF7797078.1	keyword	ATP-binding		
UR000000054	KAF7797078.1	keyword	Nucleotide-binding		
UR000000054	KAF7797078.1	keyword	Serine/threonine-protein kinase		
UR000413452	KAF7797103.1	keyword	WD repeat		
UR000413452	KAF7797103.1	feature.REPEAT	WD	69	110
UR000413452	KAF7797103.1	feature.REPEAT	WD	111	142
UR000413452	KAF7797103.1	feature.REPEAT	WD	168	199
UR000413452	KAF7797103.1	feature.REPEAT	WD	200	241
UR000413452	KAF7797103.1	feature.REPEAT	WD	340	383
UR001184786	KAF7797162.1	comment.function	The zeta subunit may be involved in regulating the coat assembly and, hence, the rate of biosynthetic protein transport due to its association-dissociation properties with the coatomer complex		
UR001184786	KAF7797162.1	comment.similarity	Belongs to the adaptor complexes small subunit family		
UR001184786	KAF7797162.1	comment.subcellular_location	Cytoplasm. Golgi apparatus membrane; Peripheral membrane protein; Cytoplasmic side. Cytoplasmic vesicle, COPI-coated vesicle membrane; Peripheral membrane protein; Cytoplasmic side		
UR001184786	KAF7797162.1	comment.subunit	Oligomeric complex that consists of at least the alpha, beta, beta', gamma, delta, epsilon and zeta subunits		
UR001184786	KAF7797162.1	keyword	Cytoplasm		
UR001184786	KAF7797162.1	keyword	Cytoplasmic vesicle		
UR001184786	KAF7797162.1	keyword	ER-Golgi transport		
UR001184786	KAF7797162.1	keyword	Golgi apparatus		
UR001184786	KAF7797162.1	keyword	Membrane		
UR001184786	KAF7797162.1	keyword	Protein transport		
UR001184786	KAF7797162.1	keyword	Transport		
UR001184786	KAF7797162.1	protein.recommendedName.fullName	Coatomer subunit zeta		
UR001184786	KAF7797162.1	xref.GO	GO:0000139		
UR001184786	KAF7797162.1	xref.GO	GO:0006890		
UR001184786	KAF7797162.1	xref.GO	GO:0030126		
UR000000869	KAF7797185.1	comment.similarity	Belongs to the class-V pyridoxal-phosphate-dependent aminotransferase family		
UR000000176	KAF7797189.1	comment.similarity	Belongs to the actin family		
UR000413452	KAF7797309.1	keyword	WD repeat		
UR000413452	KAF7797309.1	feature.REPEAT	WD	1	29
UR000413452	KAF7797309.1	feature.REPEAT	WD	144	185
UR000236774	KAF7797374.1	comment.similarity	Belongs to the NUP family		
UR000414931	KAF7797449.1	keyword	Zinc-finger		
UR000415291	KAF7797598.1	keyword	Zinc-finger		
UR000415291	KAF7797723.1	keyword	Zinc-finger		
UR001082759	KAF7797754.1	comment.catalytic_activity	Reaction=(2R)-3-phosphoglycerate + NAD(+) = 3-phosphooxypyruvate + H(+) + NADH; Xref=Rhea:RHEA:12641, ChEBI:CHEBI:15378, ChEBI:CHEBI:18110, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945, ChEBI:CHEBI:58272; EC=1.1.1.95;		
UR001082759	KAF7797754.1	comment.catalytic_activity	Reaction=(R)-2-hydroxyglutarate + NAD(+) = 2-oxoglutarate + H(+) + NADH; Xref=Rhea:RHEA:49612, ChEBI:CHEBI:15378, ChEBI:CHEBI:15801, ChEBI:CHEBI:16810, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.1.1.399;		
UR001082759	KAF7797754.1	comment.function	Catalyzes the reversible oxidation of 3-phospho-D-glycerate to 3-phosphonooxypyruvate, the first step of the phosphorylated L-serine biosynthesis pathway. Also catalyzes the reversible oxidation of 2-hydroxyglutarate to 2-oxoglutarate		
UR001082759	KAF7797754.1	comment.pathway	Amino-acid biosynthesis; L-serine biosynthesis; L-serine from 3-phospho-D-glycerate: step 1/3		
UR001082759	KAF7797754.1	comment.similarity	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family		
UR001082759	KAF7797754.1	keyword	Amino-acid biosynthesis		
UR001082759	KAF7797754.1	keyword	NAD		
UR001082759	KAF7797754.1	keyword	Oxidoreductase		
UR001082759	KAF7797754.1	keyword	Serine biosynthesis		
UR001082759	KAF7797754.1	protein.recommendedName.ecNumber	1.1.1.399		
UR001082759	KAF7797754.1	protein.recommendedName.ecNumber	1.1.1.95		
UR001082759	KAF7797754.1	protein.recommendedName.fullName	D-3-phosphoglycerate dehydrogenase		
UR001082759	KAF7797754.1	xref.GO	GO:0004617		
UR001082759	KAF7797754.1	xref.GO	GO:0006564		
UR001082759	KAF7797754.1	xref.GO	GO:0009070		
UR001082759	KAF7797754.1	xref.GO	GO:0051287		
UR000668765	KAF7797756.1	comment.function	Required both for recombination and for the repair of DNA damage caused by X-rays		
UR000000443	KAF7797756.1	comment.similarity	Belongs to the RecA family		
UR000668765	KAF7797756.1	comment.similarity	Belongs to the RecA family. RAD51 subfamily		
UR000668765	KAF7797756.1	comment.subcellular_location	Nucleus		
UR000668765	KAF7797756.1	keyword	ATP-binding		
UR000000443	KAF7797756.1	keyword	ATP-binding		
UR000668765	KAF7797756.1	keyword	DNA damage		
UR000668765	KAF7797756.1	keyword	DNA recombination		
UR000668765	KAF7797756.1	keyword	DNA repair		
UR000668765	KAF7797756.1	keyword	DNA-binding		
UR000000443	KAF7797756.1	keyword	Nucleotide-binding		
UR000668765	KAF7797756.1	keyword	Nucleotide-binding		
UR000668765	KAF7797756.1	keyword	Nucleus		
UR000668765	KAF7797756.1	protein.recommendedName.fullName	DNA repair protein RAD51 homolog		
UR000413240	KAF7797840.1	keyword	Zinc-finger		
UR000169786	KAF7797894.1	comment.catalytic_activity	Reaction=ATP + H2O = ADP + H(+) + phosphate; Xref=Rhea:RHEA:13065, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:456216;		
UR000169786	KAF7797894.1	comment.similarity	Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type V subfamily		
UR000169786	KAF7797894.1	comment.subcellular_location	Membrane; Multi-pass membrane protein		
UR000169786	KAF7797894.1	keyword	ATP-binding		
UR000169786	KAF7797894.1	keyword	Magnesium		
UR000169786	KAF7797894.1	keyword	Nucleotide-binding		
UR000169786	KAF7797894.1	protein.recommendedName.ecNumber	7.2.2.-		
UR000169786	KAF7797894.1	protein.recommendedName.fullName	Cation-transporting ATPase		
UR000169786	KAF7797894.1	xref.GO	GO:0005524		
UR000169786	KAF7797894.1	xref.GO	GO:0016887		
UR000169786	KAF7797894.1	xref.GO	GO:0046872		
UR000000407	KAF7797964.1	comment.similarity	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family		
UR000000407	KAF7797964.1	keyword	Transport		
UR000414566	KAF7797999.1	keyword	Metal-binding		
UR000414566	KAF7797999.1	keyword	Zinc		
UR000414566	KAF7797999.1	keyword	Zinc-finger		
UR000414566	KAF7797999.1	feature.ZN_FING	C3H1-type	461	484
UR000414566	KAF7797999.1	feature.ZN_FING	C3H1-type	485	512
UR000021903	KAF7798018.1	comment.catalytic_activity	Reaction=ATP + hydrogencarbonate + pyruvate = ADP + H(+) + oxaloacetate + phosphate; Xref=Rhea:RHEA:20844, ChEBI:CHEBI:15361, ChEBI:CHEBI:15378, ChEBI:CHEBI:16452, ChEBI:CHEBI:17544, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:456216; EC=6.4.1.1;		
UR000021903	KAF7798018.1	comment.cofactor	Name=biotin; Xref=ChEBI:CHEBI:57586		
UR000021903	KAF7798018.1	comment.function	Catalyzes a 2-step reaction, involving the ATP-dependent carboxylation of the covalently attached biotin in the first step and the transfer of the carboxyl group to pyruvate in the second		
UR000414645	KAF7798018.1	keyword	ATP-binding		
UR000021903	KAF7798018.1	keyword	ATP-binding		
UR000021903	KAF7798018.1	keyword	Biotin		
UR000021903	KAF7798018.1	keyword	Ligase		
UR000021903	KAF7798018.1	keyword	Nucleotide-binding		
UR000414645	KAF7798018.1	keyword	Nucleotide-binding		
UR000021903	KAF7798018.1	protein.recommendedName.ecNumber	6.4.1.1		
UR000021903	KAF7798018.1	protein.recommendedName.fullName	Pyruvate carboxylase		
UR000414645	KAF7798018.1	xref.GO	GO:0000166		
UR000414645	KAF7798018.1	xref.GO	GO:0005524		
UR000413240	KAF7798054.1	keyword	Zinc-finger		
UR000000657	KAF7798060.1	comment.similarity	Belongs to the major facilitator superfamily. Proton-dependent oligopeptide transporter (POT/PTR) (TC 2.A.17) family		
UR000000657	KAF7798060.1	comment.subcellular_location	Membrane; Multi-pass membrane protein		
UR000000657	KAF7798060.1	keyword	Transmembrane		
UR000000657	KAF7798060.1	keyword	Transport		
UR000000406	KAF7798219.1	comment.similarity	Belongs to the aldehyde dehydrogenase family		
UR000000406	KAF7798219.1	keyword	Oxidoreductase		
UR000000811	KAF7798262.1	comment.similarity	Belongs to the GMC oxidoreductase family		
UR000000811	KAF7798262.1	keyword	FAD		
UR000000811	KAF7798262.1	keyword	Flavoprotein		
UR000416792	KAF7798298.1	comment.cofactor	Name=FMN; Xref=ChEBI:CHEBI:58210		
UR000416792	KAF7798298.1	comment.similarity	Belongs to the FMN-dependent alpha-hydroxy acid dehydrogenase family		
UR000416792	KAF7798298.1	keyword	FMN		
UR000416792	KAF7798298.1	keyword	Flavoprotein		
UR000416792	KAF7798298.1	feature.BINDING	Substrate	61	61
UR000416792	KAF7798298.1	feature.BINDING	FMN	143	143
UR000416792	KAF7798298.1	feature.BINDING	FMN	165	165
UR000416792	KAF7798298.1	feature.BINDING	Substrate	167	167
UR000416792	KAF7798298.1	feature.BINDING	FMN	193	193
UR000416792	KAF7798298.1	feature.BINDING	Substrate	202	202
UR000416792	KAF7798298.1	feature.BINDING	FMN	300	300
UR000416792	KAF7798298.1	feature.ACT_SITE	Proton acceptor	324	324
UR000416792	KAF7798298.1	feature.BINDING	Substrate	327	327
UR000416792	KAF7798298.1	feature.NP_BIND	FMN	362	386
UR000375967	KAF7798433.1	comment.PTM	During the catalytic reaction, a sulfide is transferred from Cys-207 to a reaction intermediate, generating a dehydroalanine residue		
UR000375967	KAF7798433.1	comment.catalytic_activity	Reaction=[ADP-thiazole synthase]-L-cysteine + glycine + NAD(+) = [ADP-thiazole synthase]-dehydroalanine + ADP-5-ethyl-4-methylthiazole-2-carboxylate + 2 H(+) + 3 H2O + nicotinamide; Xref=Rhea:RHEA:55708, Rhea:RHEA-COMP:14264, Rhea:RHEA-COMP:14265, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:17154, ChEBI:CHEBI:29950, ChEBI:CHEBI:57305, ChEBI:CHEBI:57540, ChEBI:CHEBI:90873, ChEBI:CHEBI:139151; EC=2.4.2.60;		
UR000375967	KAF7798433.1	comment.cofactor	Name=Fe cation; Xref=ChEBI:CHEBI:24875; Note=Binds 1 Fe cation per subunit		
UR000375967	KAF7798433.1	comment.function	Involved in biosynthesis of the thiamine precursor thiazole. Catalyzes the conversion of NAD and glycine to adenosine diphosphate 5-(2-hydroxyethyl)-4-methylthiazole-2-carboxylic acid (ADT), an adenylated thiazole intermediate. The reaction includes an iron-dependent sulfide transfer from a conserved cysteine residue of the protein to a thiazole intermediate. The enzyme can only undergo a single turnover, which suggests it is a suicide enzyme. May have additional roles in adaptation to various stress conditions and in DNA damage tolerance		
UR000375967	KAF7798433.1	comment.similarity	Belongs to the THI4 family		
UR000375967	KAF7798433.1	comment.subcellular_location	Cytoplasm. Nucleus		
UR000375967	KAF7798433.1	comment.subunit	Homooctamer		
UR000375967	KAF7798433.1	keyword	Cytoplasm		
UR000375967	KAF7798433.1	keyword	Iron		
UR000375967	KAF7798433.1	keyword	Metal-binding		
UR000375967	KAF7798433.1	keyword	NAD		
UR000375967	KAF7798433.1	keyword	Nucleus		
UR000375967	KAF7798433.1	keyword	Thiamine biosynthesis		
UR000375967	KAF7798433.1	keyword	Transferase		
UR000375967	KAF7798433.1	protein.alternativeName.ecNumber	2.4.2.60		
UR000375967	KAF7798433.1	protein.alternativeName.fullName	Thiazole biosynthetic enzyme		
UR000375967	KAF7798433.1	protein.recommendedName.fullName	Thiamine thiazole synthase		
UR000375967	KAF7798433.1	xref.GO	GO:0005506		
UR000375967	KAF7798433.1	xref.GO	GO:0005829		
UR000375967	KAF7798433.1	xref.GO	GO:0009228		
UR000375967	KAF7798433.1	xref.GO	GO:0016763		
UR000375967	KAF7798433.1	xref.GO	GO:0052837		
UR000375967	KAF7798433.1	feature.BINDING	Substrate; via amide nitrogen	79	79
UR000375967	KAF7798433.1	feature.REGION	Substrate binding	100	101
UR000375967	KAF7798433.1	feature.BINDING	Substrate; via amide nitrogen	108	108
UR000375967	KAF7798433.1	feature.BINDING	Substrate; via amide nitrogen and carbonyl oxygen	173	173
UR000375967	KAF7798433.1	feature.MOD_RES	2,3-didehydroalanine (Cys)	207	207
UR000375967	KAF7798433.1	feature.BINDING	Substrate	209	209
UR000375967	KAF7798433.1	feature.BINDING	Substrate	224	224
UR000375967	KAF7798433.1	feature.BINDING	Substrate; via amide nitrogen	276	276
UR000375967	KAF7798433.1	feature.REGION	Substrate binding	286	288
UR000001198	KAF7798437.1	comment.similarity	Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. Septin GTPase family		
UR000001198	KAF7798437.1	keyword	GTP-binding		
UR000001198	KAF7798437.1	keyword	Nucleotide-binding		
