"ProteinId"	"FullName"	"Similariry"	"EC"	"CAZy_HMMER"	"CAZy_Hotpep"	"CAZy_DIAMOND"	"Signalp"
"KAF7797362.1"	"GPN-loop GTPase 2"	"Belongs to the GPN-loop GTPase family"	NA	NA	NA	NA	NA
"KAF7797370.1"	NA	NA	NA	"AA9(15-102)"	"AA9"	"N"	"N"
"KAF7797374.1"	NA	"Belongs to the NUP family"	NA	NA	NA	NA	NA
"KAF7797383.1"	NA	"Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7797396.1"	"NADPH--cytochrome P450 reductase"	"Belongs to the NADPH--cytochrome P450 reductase family"	"1.6.2.4"	NA	NA	NA	NA
"KAF7797396.1"	"NADPH--cytochrome P450 reductase"	"In the N-terminal section; belongs to the flavodoxin family"	"1.6.2.4"	NA	NA	NA	NA
"KAF7797396.1"	"NADPH--cytochrome P450 reductase"	"In the C-terminal section; belongs to the flavoprotein pyridine nucleotide cytochrome reductase family"	"1.6.2.4"	NA	NA	NA	NA
"KAF7797398.1"	"Sensitive to high expression protein 9, mitochondrial"	"Belongs to the SHE9 family"	NA	NA	NA	NA	NA
"KAF7797400.1"	NA	NA	NA	"GH71(30-423)"	"GH71"	"N"	"Y(1-19)"
"KAF7797401.1"	NA	NA	NA	"GH71(1-422)"	"GH71"	"GH71"	"N"
"KAF7797403.1"	NA	"Belongs to the PP2C family"	NA	NA	NA	NA	NA
"KAF7797428.1"	"Alternative oxidase"	"Belongs to the alternative oxidase family"	"1.-.-.-"	NA	NA	NA	NA
"KAF7797457.1"	"Phospho-2-dehydro-3-deoxyheptonate aldolase"	"Belongs to the class-I DAHP synthase family"	"2.5.1.54"	NA	NA	NA	NA
"KAF7797471.1"	NA	"Belongs to the universal ribosomal protein uL6 family"	NA	NA	NA	NA	NA
"KAF7797473.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7797475.1"	NA	NA	NA	"GH71(15-437)"	"GH71"	"GH71"	"N"
"KAF7797477.1"	NA	"Belongs to the small heat shock protein (HSP20) family"	NA	NA	NA	NA	NA
"KAF7797489.1"	"tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61"	"Belongs to the class I-like SAM-binding methyltransferase superfamily. TRM61 family"	"2.1.1.220"	NA	NA	NA	NA
"KAF7797502.1"	NA	"Belongs to the short-chain dehydrogenases/reductases (SDR) family"	NA	NA	NA	NA	NA
"KAF7797503.1"	"Cytochrome c heme lyase"	"Belongs to the cytochrome c-type heme lyase family"	"4.4.1.17"	NA	NA	NA	NA
"KAF7797507.1"	NA	"Belongs to the AAA ATPase family"	NA	NA	NA	NA	NA
"KAF7797519.1"	NA	"Belongs to the HSF family"	NA	NA	NA	NA	NA
"KAF7797530.1"	NA	NA	NA	"GH128(1-187)"	"N"	"N"	"N"
"KAF7797531.1"	NA	NA	NA	"GH128(144-380)"	"N"	"N"	"Y(1-30)"
"KAF7797533.1"	NA	"Belongs to the universal ribosomal protein uL11 family"	NA	NA	NA	NA	NA
"KAF7797538.1"	NA	NA	NA	"GH125(7-344)"	"N"	"GH125"	"N"
"KAF7797542.1"	"GPN-loop GTPase 3"	"Belongs to the GPN-loop GTPase family"	NA	NA	NA	NA	NA
"KAF7797549.1"	NA	"Belongs to the peptidase A1 family"	NA	NA	NA	NA	NA
"KAF7797550.1"	NA	"Belongs to the peptidase A1 family"	NA	NA	NA	NA	NA
"KAF7797554.1"	"Carbonic anhydrase"	"Belongs to the beta-class carbonic anhydrase family"	"4.2.1.1"	NA	NA	NA	NA
"KAF7797561.1"	"Pre-mRNA-splicing factor CWC24"	"Belongs to the CWC24 family"	NA	NA	NA	NA	NA
"KAF7797576.1"	"Carbonic anhydrase"	"Belongs to the beta-class carbonic anhydrase family"	"4.2.1.1"	NA	NA	NA	NA
"KAF7797585.1"	NA	"Belongs to the protein kinase superfamily"	NA	NA	NA	NA	NA
"KAF7797594.1"	NA	"Belongs to the mitochondrial carrier (TC 2.A.29) family"	NA	NA	NA	NA	NA
"KAF7797603.1"	"Diphosphomevalonate decarboxylase"	"Belongs to the diphosphomevalonate decarboxylase family"	"4.1.1.33"	NA	NA	NA	NA
"KAF7797603.1"	"Diphosphomevalonate decarboxylase"	"Belongs to the diphosphomevalonate decarboxylase family"	"4.1.1.33"	NA	NA	NA	NA
"KAF7797603.1"	"Diphosphomevalonate decarboxylase"	"Belongs to the diphosphomevalonate decarboxylase family"	"4.1.1.33"	NA	NA	NA	NA
"KAF7797603.1"	"Diphosphomevalonate decarboxylase"	"Belongs to the diphosphomevalonate decarboxylase family"	"4.1.1.33"	NA	NA	NA	NA
"KAF7797603.1"	"Diphosphomevalonate decarboxylase"	"Belongs to the diphosphomevalonate decarboxylase family"	"4.1.1.33"	NA	NA	NA	NA
"KAF7797603.1"	"Diphosphomevalonate decarboxylase"	"Belongs to the diphosphomevalonate decarboxylase family"	"4.1.1.33"	NA	NA	NA	NA
"KAF7797603.1"	"Diphosphomevalonate decarboxylase"	"Belongs to the diphosphomevalonate decarboxylase family"	"4.1.1.33"	NA	NA	NA	NA
"KAF7797603.1"	"Diphosphomevalonate decarboxylase"	"Belongs to the diphosphomevalonate decarboxylase family"	"4.1.1.33"	NA	NA	NA	NA
"KAF7797605.1"	NA	NA	NA	"N"	"CBM5"	"N"	"N"
"KAF7797616.1"	NA	NA	NA	"GH92(309-536)"	"GH92"	"GH92"	"N"
"KAF7797618.1"	NA	NA	NA	"AA5_1(144-683)"	"AA5"	"AA5_1"	"Y(1-24)"
"KAF7797624.1"	"Small nuclear ribonucleoprotein Sm D3"	"Belongs to the snRNP core protein family"	NA	NA	NA	NA	NA
"KAF7797626.1"	"Proteasome subunit alpha type"	"Belongs to the peptidase T1A family"	NA	NA	NA	NA	NA
"KAF7797626.1"	"Proteasome subunit alpha type"	"Belongs to the peptidase T1A family"	NA	NA	NA	NA	NA
"KAF7797628.1"	"Gluconokinase"	"Belongs to the gluconokinase GntK/GntV family"	"2.7.1.12"	NA	NA	NA	NA
"KAF7797638.1"	NA	"Belongs to the thiolase-like superfamily. Beta-ketoacyl-ACP synthases family"	NA	NA	NA	NA	NA
"KAF7797647.1"	NA	"Belongs to the DNA mismatch repair MutS family"	NA	NA	NA	NA	NA
"KAF7797655.1"	NA	"Belongs to the glycosyl hydrolase 5 (cellulase A) family"	NA	"GH5_5(52-346)"	"GH5+CBM1"	"GH5_5"	"Y(1-22)"
"KAF7797657.1"	NA	"Belongs to the glycosyl hydrolase 5 (cellulase A) family"	NA	"GH5_5(44-339)"	"GH5+CBM1"	"GH5_5"	"Y(1-21)"
"KAF7797667.1"	NA	"Belongs to the glycosyl hydrolase 1 family"	NA	"GH1(7-170)"	"GH1"	"N"	"N"
"KAF7797670.1"	"Peptidyl-prolyl cis-trans isomerase"	"Belongs to the cyclophilin-type PPIase family"	"5.2.1.8"	NA	NA	NA	NA
"KAF7797671.1"	"Peptidyl-prolyl cis-trans isomerase"	"Belongs to the cyclophilin-type PPIase family"	"5.2.1.8"	NA	NA	NA	NA
"KAF7797673.1"	"RNA-dependent RNA polymerase"	"Belongs to the RdRP family"	"2.7.7.48"	NA	NA	NA	NA
"KAF7797674.1"	"Protein BCP1"	"Belongs to the BCP1 family"	NA	NA	NA	NA	NA
"KAF7797675.1"	"Vacuolar protein sorting-associated protein 35"	"Belongs to the VPS35 family"	NA	NA	NA	NA	NA
"KAF7797691.1"	"Vacuolar protein sorting-associated protein 29"	"Belongs to the VPS29 family"	NA	NA	NA	NA	NA
"KAF7797708.1"	NA	NA	NA	"AA9(9-229)"	"AA9+CBM1"	"AA9+CBM1"	"Y(1-27)"
"KAF7797709.1"	NA	NA	NA	"AA9(8-228)"	"N"	"AA9+CBM1"	"Y(1-21)"
"KAF7797710.1"	NA	NA	NA	"AA9(3-138)"	"N"	"N"	"N"
"KAF7797712.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7797750.1"	"60S ribosomal protein L13"	"Belongs to the eukaryotic ribosomal protein eL13 family"	NA	NA	NA	NA	NA
"KAF7797753.1"	"Imidazole glycerol phosphate synthase hisHF"	"In the C-terminal section; belongs to the HisA/HisF family"	NA	NA	NA	NA	NA
"KAF7797753.1"	"Imidazole glycerol phosphate synthase hisHF"	"Belongs to the HisA/HisF family"	NA	NA	NA	NA	NA
"KAF7797754.1"	"D-3-phosphoglycerate dehydrogenase"	"Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family"	"1.1.1.95"	NA	NA	NA	NA
"KAF7797754.1"	"D-3-phosphoglycerate dehydrogenase"	"Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family"	"1.1.1.399"	NA	NA	NA	NA
"KAF7797755.1"	"D-3-phosphoglycerate dehydrogenase"	"Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family"	"1.1.1.95"	NA	NA	NA	NA
"KAF7797755.1"	"D-3-phosphoglycerate dehydrogenase"	"Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family"	"1.1.1.399"	NA	NA	NA	NA
"KAF7797756.1"	"DNA repair protein RAD51 homolog"	"Belongs to the RecA family. RAD51 subfamily"	NA	NA	NA	NA	NA
"KAF7797756.1"	"DNA repair protein RAD51 homolog"	"Belongs to the RecA family"	NA	NA	NA	NA	NA
"KAF7797757.1"	"DNA repair protein RAD51 homolog"	"Belongs to the RecA family. RAD51 subfamily"	NA	NA	NA	NA	NA
"KAF7797757.1"	"DNA repair protein RAD51 homolog"	"Belongs to the RecA family"	NA	NA	NA	NA	NA
"KAF7797758.1"	"DNA repair protein RAD51 homolog"	"Belongs to the RecA family. RAD51 subfamily"	NA	NA	NA	NA	NA
"KAF7797758.1"	"DNA repair protein RAD51 homolog"	"Belongs to the RecA family"	NA	NA	NA	NA	NA
"KAF7797760.1"	NA	"Belongs to the universal ribosomal protein uS9 family"	NA	NA	NA	NA	NA
"KAF7797766.1"	NA	"Belongs to the AAA ATPase family"	NA	NA	NA	NA	NA
"KAF7797772.1"	"Protein YOP1"	"Belongs to the DP1 family"	NA	NA	NA	NA	NA
"KAF7797781.1"	"Ribosomal protein L19"	"Belongs to the eukaryotic ribosomal protein eL19 family"	NA	NA	NA	NA	NA
"KAF7797787.1"	"DNA-directed RNA polymerase subunit"	"Belongs to the RNA polymerase beta' chain family"	"2.7.7.6"	NA	NA	NA	NA
"KAF7797789.1"	"Vacuolar protein sorting-associated protein 35"	"Belongs to the VPS35 family"	NA	NA	NA	NA	NA
"KAF7797801.1"	NA	NA	NA	"GT33(60-292)"	"GT33"	"N"	"N"
"KAF7797804.1"	NA	"Belongs to the peptidase A1 family"	NA	NA	NA	NA	NA
"KAF7797806.1"	NA	"Belongs to the OSBP family"	NA	NA	NA	NA	NA
"KAF7797812.1"	NA	NA	NA	"GH18(227-414)"	"GH18+CBM18"	"N"	"N"
"KAF7797818.1"	NA	"Belongs to the actin family"	NA	NA	NA	NA	NA
"KAF7797825.1"	"Copper transporter"	"Belongs to the copper transporter (Ctr) (TC 1.A.56) family. SLC31A subfamily"	NA	NA	NA	NA	NA
"KAF7797836.1"	NA	NA	NA	"GH38(99-357)"	"GH38"	"GH38"	"N"
"KAF7797859.1"	NA	"Belongs to the SecY/SEC61-alpha family"	NA	NA	NA	NA	NA
"KAF7797860.1"	"Ubiquitin-like modifier-activating enzyme ATG7"	"Belongs to the ATG7 family"	NA	NA	NA	NA	NA
"KAF7797887.1"	"Hydrophobin"	"Belongs to the fungal hydrophobin family"	NA	NA	NA	NA	NA
"KAF7797888.1"	"Hydrophobin"	"Belongs to the fungal hydrophobin family"	NA	NA	NA	NA	NA
"KAF7797894.1"	"Cation-transporting ATPase"	"Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type V subfamily"	"7.2.2.-"	NA	NA	NA	NA
"KAF7797896.1"	"Ribosome production factor 2 homolog"	"Belongs to the RPF2 family"	NA	NA	NA	NA	NA
"KAF7797915.1"	NA	"Belongs to the mitochondrial carrier (TC 2.A.29) family"	NA	NA	NA	NA	NA
"KAF7797916.1"	NA	"Belongs to the mitochondrial carrier (TC 2.A.29) family"	NA	NA	NA	NA	NA
"KAF7797924.1"	NA	NA	NA	"AA5_1(28-625)"	"AA5"	"AA5_1"	"Y(1-18)"
"KAF7797931.1"	"Very-long-chain 3-oxoacyl-CoA reductase"	"Belongs to the short-chain dehydrogenases/reductases (SDR) family"	"1.1.1.330"	NA	NA	NA	NA
"KAF7797941.1"	NA	NA	NA	"AA3_2(3-525)"	"N"	"N"	"N"
"KAF7797958.1"	NA	"Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family"	NA	NA	NA	NA	NA
"KAF7797960.1"	"Terpene synthase"	"Belongs to the terpene synthase family"	"4.2.3.-"	NA	NA	NA	NA
"KAF7797961.1"	"Terpene synthase"	"Belongs to the terpene synthase family"	"4.2.3.-"	NA	NA	NA	NA
"KAF7797962.1"	NA	"Belongs to the short-chain dehydrogenases/reductases (SDR) family"	NA	NA	NA	NA	NA
"KAF7797964.1"	NA	"Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family"	NA	NA	NA	NA	NA
"KAF7797971.1"	"Hydrophobin"	"Belongs to the fungal hydrophobin family"	NA	NA	NA	NA	NA
"KAF7797979.1"	"Calcium uniporter protein"	"Belongs to the MCU (TC 1.A.77) family"	NA	NA	NA	NA	NA
"KAF7797982.1"	"GPI-anchored wall transfer protein"	"Belongs to the PIGW family"	"2.3.-.-"	NA	NA	NA	NA
"KAF7797983.1"	"Peroxidase"	"Belongs to the peroxidase family"	"1.11.1.-"	"AA2(45-163)+AA2(208-339)"	"AA2"	"AA2"	"Y(1-29)"
"KAF7797983.1"	"Peroxidase"	"Belongs to the peroxidase family. Ligninase subfamily"	"1.11.1.-"	"AA2(45-163)+AA2(208-339)"	"AA2"	"AA2"	"Y(1-29)"
"KAF7797983.1"	"Peroxidase"	"Belongs to the peroxidase family"	"1.11.1.-"	"AA2(45-163)+AA2(208-339)"	"AA2"	"AA2"	"Y(1-29)"
"KAF7797994.1"	NA	NA	NA	"GH5_12(9-353)"	"GH5"	"GH5_12"	"N"
"KAF7798005.1"	"Clathrin heavy chain"	"Belongs to the clathrin heavy chain family"	NA	NA	NA	NA	NA
"KAF7798018.1"	"Pyruvate carboxylase"	NA	"6.4.1.1"	NA	NA	NA	NA
"KAF7798019.1"	"GDP-mannose transporter"	"Belongs to the TPT transporter family. SLC35D subfamily"	NA	NA	NA	NA	NA
"KAF7798027.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7798029.1"	"MMS19 nucleotide excision repair protein"	"Belongs to the MET18/MMS19 family"	NA	NA	NA	NA	NA
"KAF7798037.1"	"MICOS complex subunit"	NA	NA	NA	NA	NA	NA
"KAF7798039.1"	NA	"Belongs to the thiolase-like superfamily. Beta-ketoacyl-ACP synthases family"	NA	NA	NA	NA	NA
"KAF7798060.1"	NA	"Belongs to the major facilitator superfamily. Proton-dependent oligopeptide transporter (POT/PTR) (TC 2.A.17) family"	NA	NA	NA	NA	NA
"KAF7798065.1"	"Autophagy-related protein 13"	"Belongs to the ATG13 family. Fungi subfamily"	NA	NA	NA	NA	NA
"KAF7798084.1"	NA	NA	NA	"GH12(105-258)"	"GH12"	"N"	"Y(1-26)"
"KAF7798086.1"	NA	"Belongs to the arginase family"	NA	NA	NA	NA	NA
"KAF7798086.1"	NA	"Belongs to the arginase family"	NA	NA	NA	NA	NA
"KAF7798087.1"	NA	NA	NA	"GH105(50-402)"	"GH105"	"N"	"Y(1-22)"
"KAF7798088.1"	"Dolichol-phosphate mannosyltransferase subunit 1"	"Belongs to the glycosyltransferase 2 family"	"2.4.1.83"	"GT2_Glycos_transf_2(10-178)"	"GT2"	"GT2"	"N"
"KAF7798090.1"	"DNA polymerase epsilon catalytic subunit"	"Belongs to the DNA polymerase type-B family"	"2.7.7.7"	NA	NA	NA	NA
"KAF7798091.1"	"Glucosamine 6-phosphate N-acetyltransferase"	"Belongs to the acetyltransferase family. GNA1 subfamily"	"2.3.1.4"	NA	NA	NA	NA
"KAF7798099.1"	"60S ribosomal protein L20"	"Belongs to the eukaryotic ribosomal protein eL20 family"	NA	NA	NA	NA	NA
"KAF7798101.1"	NA	"Belongs to the trans-sulfuration enzymes family"	NA	NA	NA	NA	NA
"KAF7798107.1"	"Cleavage and polyadenylation specificity factor subunit 5"	"Belongs to the Nudix hydrolase family. CPSF5 subfamily"	NA	NA	NA	NA	NA
"KAF7798119.1"	NA	"Belongs to the MCM family"	NA	NA	NA	NA	NA
"KAF7798125.1"	"Signal peptidase complex catalytic subunit SEC11"	"Belongs to the peptidase S26B family"	"3.4.21.89"	NA	NA	NA	NA
"KAF7798128.1"	NA	NA	NA	"PL38(69-365)"	"N"	"N"	"Y(1-25)"
"KAF7798140.1"	NA	"Belongs to the glycosyl hydrolase 28 family"	"3.2.1.-"	NA	NA	NA	NA
"KAF7798148.1"	"4-nitrophenylphosphatase"	NA	"3.1.3.41"	NA	NA	NA	NA
"KAF7798158.1"	NA	NA	NA	"GT69(143-381)"	"GT69"	"GT69"	"N"
"KAF7798159.1"	NA	NA	NA	"CE17(126-286)"	"N"	"N"	"N"
"KAF7798164.1"	"NAD-dependent protein deacylase"	"Belongs to the sirtuin family. Class III subfamily"	"2.3.1.-"	NA	NA	NA	NA
"KAF7798170.1"	NA	NA	NA	"GT90(326-620)"	"GT90"	"GT90"	"N"
"KAF7798174.1"	"Serine/threonine-protein phosphatase 2A activator"	"Belongs to the PTPA-type PPIase family"	"5.2.1.8"	NA	NA	NA	NA
"KAF7798178.1"	NA	"Belongs to the glycosyl hydrolase 28 family"	"3.2.1.-"	"GH28(18-194)"	"GH28"	"N"	"N"
"KAF7798181.1"	NA	"Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family"	NA	"GT2_Chitin_synth_2(1229-1736)"	"GT2"	"GT2"	"N"
"KAF7798195.1"	NA	"Belongs to the glycosyl hydrolase 31 family"	"3.2.1.-"	"GH31(327-869)"	"GH31"	"GH31"	"N"
"KAF7798198.1"	"GDT1 family protein"	"Belongs to the GDT1 family"	NA	NA	NA	NA	NA
"KAF7798203.1"	NA	NA	NA	"AA9(14-231)"	"N"	"N"	"N"
"KAF7798204.1"	NA	NA	NA	"AA9(9-231)"	"N"	"N"	"Y(1-23)"
"KAF7798219.1"	NA	"Belongs to the aldehyde dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7798220.1"	NA	"Belongs to the aldehyde dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7798240.1"	NA	"Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family"	NA	NA	NA	NA	NA
"KAF7798252.1"	NA	NA	NA	"AA3_2(70-558)"	"N"	"AA3_2"	"N"
"KAF7798257.1"	"Glutathione synthetase"	"Belongs to the eukaryotic GSH synthase family"	"6.3.2.3"	NA	NA	NA	NA
"KAF7798258.1"	NA	NA	NA	"GH131(21-300)"	"N"	"N"	"N"
"KAF7798260.1"	NA	NA	NA	"AA3_2(7-472)"	"AA3"	"N"	"N"
"KAF7798262.1"	NA	"Belongs to the GMC oxidoreductase family"	NA	"AA3_2(37-597)"	"N"	"AA3_2"	"Y(1-25)"
"KAF7798267.1"	NA	"Belongs to the GMC oxidoreductase family"	NA	"AA3_2(15-532)+AA3_2(546-1106)"	"AA3"	"AA3_2"	"N"
"KAF7798269.1"	NA	NA	NA	"AA3_2(1-270)"	"N"	"N"	"N"
"KAF7798279.1"	"Proteasome subunit beta"	"Belongs to the peptidase T1B family"	"3.4.25.1"	NA	NA	NA	NA
"KAF7798289.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7798290.1"	NA	"Belongs to the AAA ATPase family"	NA	NA	NA	NA	NA
"KAF7798291.1"	NA	NA	"2.1.1.-"	NA	NA	NA	NA
"KAF7798296.1"	"Trehalase"	"Belongs to the glycosyl hydrolase 37 family"	"3.2.1.28"	"GH37(97-555)"	"GH37"	"GH37"	"Y(1-29)"
"KAF7798297.1"	"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase"	"Belongs to the glycosyltransferase group 1 family. Glycosyltransferase 4 subfamily"	"2.4.1.131"	"GT4(304-467)"	"GT4"	"GT4"	"N"
"KAF7798298.1"	NA	"Belongs to the FMN-dependent alpha-hydroxy acid dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7798303.1"	"Thioredoxin reductase"	"Belongs to the class-II pyridine nucleotide-disulfide oxidoreductase family"	"1.8.1.9"	"N"	"N"	"GT4"	"N"
"KAF7798303.1"	"Thioredoxin reductase"	"Belongs to the class-II pyridine nucleotide-disulfide oxidoreductase family"	"1.8.1.9"	"N"	"N"	"GT4"	"N"
"KAF7798303.1"	"Thioredoxin reductase"	"Belongs to the class-II pyridine nucleotide-disulfide oxidoreductase family"	"1.8.1.9"	"N"	"N"	"GT4"	"N"
"KAF7798303.1"	"Thioredoxin reductase"	"Belongs to the class-II pyridine nucleotide-disulfide oxidoreductase family"	"1.8.1.9"	"N"	"N"	"GT4"	"N"
"KAF7798306.1"	"NAD-specific glutamate dehydrogenase"	"Belongs to the Glu/Leu/Phe/Val dehydrogenases family"	"1.4.1.2"	NA	NA	NA	NA
"KAF7798324.1"	NA	NA	NA	"GH15(10-308)"	"GH15"	"N"	"N"
"KAF7798325.1"	NA	"Belongs to the chaperonin (HSP60) family"	NA	NA	NA	NA	NA
"KAF7798334.1"	NA	"Belongs to the metallo-dependent hydrolases superfamily"	NA	NA	NA	NA	NA
"KAF7798336.1"	NA	"Belongs to the enoyl-CoA hydratase/isomerase family"	NA	NA	NA	NA	NA
"KAF7798342.1"	"DNA-directed RNA polymerase subunit"	"Belongs to the RNA polymerase beta' chain family"	"2.7.7.6"	NA	NA	NA	NA
"KAF7798345.1"	NA	"Belongs to the DEAD box helicase family"	NA	"N"	"N"	"GT8"	"N"
"KAF7798357.1"	NA	"Belongs to the aldehyde dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7798363.1"	NA	"Belongs to the iron/ascorbate-dependent oxidoreductase family"	NA	NA	NA	NA	NA
"KAF7798370.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7798374.1"	NA	"Belongs to the protein kinase superfamily"	NA	NA	NA	NA	NA
"KAF7798378.1"	NA	NA	NA	"GH13_8(231-524)"	"GH13+CBM48"	"CBM48+GH13_8"	"N"
"KAF7798383.1"	NA	"Belongs to the ClpA/ClpB family"	NA	"N"	"N"	"GH6"	"N"
"KAF7798395.1"	"Coatomer subunit beta'"	"Belongs to the WD repeat COPB2 family"	NA	NA	NA	NA	NA
"KAF7798409.1"	NA	NA	NA	"CE16(111-379)"	"CE0"	"N"	"N"
"KAF7798414.1"	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial"	"Belongs to the complex I NDUFS4 subunit family"	NA	NA	NA	NA	NA
"KAF7798417.1"	NA	NA	NA	"GH131(58-270)"	"GH131+CBM1"	"N"	"Y(1-20)"
"KAF7798421.1"	NA	"Belongs to the class I-like SAM-binding methyltransferase superfamily. Cation-independent O-methyltransferase family"	"2.1.1.-"	NA	NA	NA	NA
"KAF7798429.1"	NA	"Belongs to the universal ribosomal protein uL22 family"	NA	NA	NA	NA	NA
"KAF7798433.1"	"Thiamine thiazole synthase"	"Belongs to the THI4 family"	NA	NA	NA	NA	NA
"KAF7798435.1"	NA	"Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. Septin GTPase family"	NA	NA	NA	NA	NA
"KAF7798437.1"	NA	"Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. Septin GTPase family"	NA	NA	NA	NA	NA
"KAF7798449.1"	"Prohibitin"	"Belongs to the prohibitin family"	NA	NA	NA	NA	NA
"KAF7798452.1"	NA	"Belongs to the mitochondrial carrier (TC 2.A.29) family"	NA	NA	NA	NA	NA
"KAF7798454.1"	"Carboxylic ester hydrolase"	"Belongs to the type-B carboxylesterase/lipase family"	"3.1.1.-"	NA	NA	NA	NA
"KAF7798456.1"	"Coatomer subunit alpha"	NA	NA	NA	NA	NA	NA
"KAF7798458.1"	"DNA mismatch repair protein"	"Belongs to the DNA mismatch repair MutS family"	NA	NA	NA	NA	NA
"KAF7798458.1"	"DNA mismatch repair protein"	"Belongs to the DNA mismatch repair MutS family"	NA	NA	NA	NA	NA
"KAF7798462.1"	"Phosphodiesterase"	"Belongs to the cyclic nucleotide phosphodiesterase family"	"3.1.4.-"	NA	NA	NA	NA
"KAF7798468.1"	"Peptide hydrolase"	"Belongs to the peptidase M28 family"	"3.4.-.-"	NA	NA	NA	NA
"KAF7798471.1"	"Lysozyme"	"Belongs to the glycosyl hydrolase 25 family"	"3.2.1.17"	"GH25(32-156)"	"GH25"	"N"	"Y(1-20)"
"KAF7798474.1"	"GPI-anchor transamidase"	"Belongs to the peptidase C13 family"	"3.-.-.-"	NA	NA	NA	NA
"KAF7798484.1"	NA	"Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family"	NA	NA	NA	NA	NA
"KAF7798487.1"	"Beta-hexosaminidase"	"Belongs to the glycosyl hydrolase 20 family"	"3.2.1.52"	"GH20(154-455)"	"GH20"	"GH20"	"N"
"KAF7798490.1"	NA	"Belongs to the mitochondrial carrier (TC 2.A.29) family"	NA	NA	NA	NA	NA
"KAF7798494.1"	"Mitogen-activated protein kinase"	"Belongs to the protein kinase superfamily"	"2.7.11.24"	NA	NA	NA	NA
"KAF7798494.1"	"Mitogen-activated protein kinase"	"Belongs to the protein kinase superfamily. Ser/Thr protein kinase family. MAP kinase subfamily"	"2.7.11.24"	NA	NA	NA	NA
"KAF7798495.1"	"Protein-serine/threonine kinase"	"Belongs to the PDK/BCKDK protein kinase family"	"2.7.11.-"	NA	NA	NA	NA
"KAF7798514.1"	NA	"Belongs to the MT-A70-like family"	NA	NA	NA	NA	NA
"KAF7798516.1"	NA	NA	NA	"GH92(9-386)"	"GH92"	"N"	"N"
"KAF7798517.1"	"Peptidyl-prolyl cis-trans isomerase"	NA	"5.2.1.8"	NA	NA	NA	NA
"KAF7798520.1"	"alpha-1,2-Mannosidase"	"Belongs to the glycosyl hydrolase 47 family"	"3.2.1.-"	"GH47(1-258)"	"N"	"N"	"N"
"KAF7798523.1"	"Histone H4"	"Belongs to the histone H4 family"	NA	NA	NA	NA	NA
"KAF7798526.1"	"Spindle pole body component"	"Belongs to the TUBGCP family"	NA	NA	NA	NA	NA
"KAF7798543.1"	NA	"Belongs to the short-chain dehydrogenases/reductases (SDR) family"	NA	NA	NA	NA	NA
"KAF7798545.1"	NA	"Belongs to the short-chain dehydrogenases/reductases (SDR) family"	NA	NA	NA	NA	NA
"KAF7798559.1"	NA	NA	NA	"AA1_1(38-339)"	"AA1"	"AA1_1"	"Y(1-21)"
"KAF7798560.1"	NA	NA	NA	"AA1_1(91-393)"	"AA1"	"AA1_1"	"N"
"KAF7798563.1"	NA	"Belongs to the protein kinase superfamily"	NA	NA	NA	NA	NA
"KAF7798579.1"	"Phosphomannomutase"	"Belongs to the eukaryotic PMM family"	"5.4.2.8"	NA	NA	NA	NA
"KAF7798580.1"	"Terpene cyclase/mutase family member"	"Belongs to the terpene cyclase/mutase family"	"5.4.99.-"	NA	NA	NA	NA
"KAF7798582.1"	NA	NA	NA	"GH16_1(182-269)"	"N"	"N"	"N"
"KAF7798587.1"	NA	"Belongs to the tRNA nucleotidyltransferase/poly(A) polymerase family"	NA	NA	NA	NA	NA
"KAF7798589.1"	NA	"Belongs to the DEAD box helicase family"	NA	NA	NA	NA	NA
